Hour,Weekday,Month,NumVehicles,RoadClass,RoadSurface,LightConditions,WeatherConditions,VehicleType,CasualtySeverity
11,4,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,5,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,7,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,1,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,11,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,2,11,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
15,1,11,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
13,7,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,5,12,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,12,2,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,5,12,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,1,12,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,1,12,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,12,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,3,12,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,1,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,3,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,12,3,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,1,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,3,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,4,12,1,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,12,4,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,12,4,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,5,2,4,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,5,2,4,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,3,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
8,1,3,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,2,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 500cc,Slight
17,2,3,1,Motorway,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 7.5 tonnes mgw and over,Slight
8,4,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
12,3,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
1,5,3,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,6,3,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,3,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,7,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,3,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,7,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
16,7,3,1,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,3,4,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
8,5,4,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,5,4,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,6,4,1,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,4,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,4,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
9,6,4,2,A,Dry,Daylight: street lights present,Fine without high winds,M/cycle 50cc and under,Slight
10,2,4,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,2,4,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,2,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,2,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,2,4,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,2,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,2,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,3,4,1,B,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
13,3,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
15,5,5,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
15,5,5,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 500cc,Slight
16,5,5,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 500cc,Slight
17,5,5,5,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,5,5,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,6,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,6,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,6,5,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,7,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
17,1,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
17,1,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,3,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
14,3,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,M/cycle 50cc and under,Slight
11,3,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
13,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,5,5,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,5,5,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
17,5,5,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
18,5,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
20,5,5,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,7,6,1,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
12,7,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
13,7,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
14,7,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
15,7,6,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,2,6,3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,3,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
19,4,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
13,5,6,4,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,5,6,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,6,6,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Other Vehicle ,Slight
16,7,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
6,1,6,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 7.5 tonnes mgw and over,Slight
6,1,6,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 7.5 tonnes mgw and over,Slight
8,1,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
8,2,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,3,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,3,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,3,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,5,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,3,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
9,4,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,4,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,4,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,5,7,2,B,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
21,7,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,1,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,3,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
18,1,7,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,2,7,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,3,7,2,B,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
16,3,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 500cc,Slight
16,3,7,3,B,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
17,3,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,3,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,5,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,5,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
17,5,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
6,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
8,1,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
14,1,8,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,1,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
20,5,7,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,1,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,2,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
13,3,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,3,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 7.5 tonnes mgw and over,Slight
19,3,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
8,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
9,4,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
15,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
17,5,8,4,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
20,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
20,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,6,8,2,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,6,8,2,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
17,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,1,9,3,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,1,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
6,1,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
11,2,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,2,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
6,3,9,2,B,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Slight
13,3,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,3,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
6,4,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
18,4,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
12,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 500cc,Slight
13,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
17,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
8,3,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
11,6,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,1,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,1,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,1,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,2,9,8,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
